geoid,year,measure,value
021500003001006,2021,total_group_quarters,1
021500003001007,2021,total_group_quarters,0
021500003001008,2021,total_group_quarters,0
021500003001009,2021,total_group_quarters,0
021500003001010,2021,total_group_quarters,0
021500003001011,2021,total_group_quarters,0
021500003001012,2021,total_group_quarters,0
021500003001013,2021,total_group_quarters,0
021500003001014,2021,total_group_quarters,0
021500003001015,2021,total_group_quarters,0
021500003001016,2021,total_group_quarters,7
021500003001017,2021,total_group_quarters,0
021500003001018,2021,total_group_quarters,0
021500003001019,2021,total_group_quarters,0
021500003002000,2021,total_group_quarters,0
021500003002001,2021,total_group_quarters,0
021500003002002,2021,total_group_quarters,0
021500003002003,2021,total_group_quarters,0
021500003002004,2021,total_group_quarters,0
021500003002005,2021,total_group_quarters,0
021500003002006,2021,total_group_quarters,0
021500003002007,2021,total_group_quarters,0
021500003002008,2021,total_group_quarters,0
021500003002009,2021,total_group_quarters,0
021500003002010,2021,total_group_quarters,0
021500003002011,2021,total_group_quarters,0
021500003002012,2021,total_group_quarters,0
021500003002013,2021,total_group_quarters,0
021500004001000,2021,total_group_quarters,0
021500004001001,2021,total_group_quarters,0
021500004001002,2021,total_group_quarters,0
021500004001003,2021,total_group_quarters,0
021500004001004,2021,total_group_quarters,0
021500004001005,2021,total_group_quarters,0
021500004001006,2021,total_group_quarters,0
021500004001007,2021,total_group_quarters,1
021500004001008,2021,total_group_quarters,1
021500004001009,2021,total_group_quarters,0
021500004001010,2021,total_group_quarters,0
021500004001011,2021,total_group_quarters,0
021500004001012,2021,total_group_quarters,0
021500004001013,2021,total_group_quarters,1
021500004001014,2021,total_group_quarters,0
021500004001015,2021,total_group_quarters,1
021500004001016,2021,total_group_quarters,0
021500004001017,2021,total_group_quarters,0
021500004001018,2021,total_group_quarters,0
021500004001019,2021,total_group_quarters,0
021500004001020,2021,total_group_quarters,0
021500004001021,2021,total_group_quarters,0
021500004001022,2021,total_group_quarters,0
021500004001023,2021,total_group_quarters,0
021500004001024,2021,total_group_quarters,0
021500004001025,2021,total_group_quarters,0
021500004001026,2021,total_group_quarters,0
021500004001027,2021,total_group_quarters,5
021500004001028,2021,total_group_quarters,0
021500004001029,2021,total_group_quarters,0
021500004001030,2021,total_group_quarters,0
021500004001031,2021,total_group_quarters,0
021500005001000,2021,total_group_quarters,0
021500005001001,2021,total_group_quarters,0
021500005001002,2021,total_group_quarters,0
021500005001003,2021,total_group_quarters,0
021500005001004,2021,total_group_quarters,0
021500005001005,2021,total_group_quarters,0
021500005001006,2021,total_group_quarters,0
021500005001007,2021,total_group_quarters,0
021500005001008,2021,total_group_quarters,0
021500005001009,2021,total_group_quarters,0
021500005001010,2021,total_group_quarters,0
021500005001011,2021,total_group_quarters,0
021500005001012,2021,total_group_quarters,0
021500005001013,2021,total_group_quarters,0
021500005001014,2021,total_group_quarters,0
021500005001015,2021,total_group_quarters,0
021500005001016,2021,total_group_quarters,0
021500005001017,2021,total_group_quarters,0
021500005001018,2021,total_group_quarters,0
021500005001019,2021,total_group_quarters,0
021500005001020,2021,total_group_quarters,0
021500005001021,2021,total_group_quarters,3
021500005001022,2021,total_group_quarters,0
021500005001023,2021,total_group_quarters,0
021500005001024,2021,total_group_quarters,13
021500005001025,2021,total_group_quarters,0
021500005001026,2021,total_group_quarters,0
021500005001027,2021,total_group_quarters,0
021500005001028,2021,total_group_quarters,0
021500005001029,2021,total_group_quarters,0
021500005001030,2021,total_group_quarters,0
021500005001031,2021,total_group_quarters,0
021500005001032,2021,total_group_quarters,0
021500005001033,2021,total_group_quarters,0
021500005001034,2021,total_group_quarters,0
021500005001035,2021,total_group_quarters,0
021500005001036,2021,total_group_quarters,5
021500005001037,2021,total_group_quarters,0
021500005001038,2021,total_group_quarters,0
021500005001039,2021,total_group_quarters,0
021500005001040,2021,total_group_quarters,2
021500005001041,2021,total_group_quarters,0
021500005001042,2021,total_group_quarters,0
021500005001043,2021,total_group_quarters,0
021500005001044,2021,total_group_quarters,0
021500005001045,2021,total_group_quarters,0
021500005001046,2021,total_group_quarters,0
021500005001047,2021,total_group_quarters,0
021500005001048,2021,total_group_quarters,0
021500005001049,2021,total_group_quarters,2
021500005001050,2021,total_group_quarters,0
021500005001051,2021,total_group_quarters,0
021500005001052,2021,total_group_quarters,0
021500005001053,2021,total_group_quarters,0
021500005001054,2021,total_group_quarters,0
021580001001000,2021,total_group_quarters,0
021580001001001,2021,total_group_quarters,0
021580001001002,2021,total_group_quarters,0
021580001001003,2021,total_group_quarters,0
021580001001004,2021,total_group_quarters,0
021580001001005,2021,total_group_quarters,0
021580001001006,2021,total_group_quarters,0
021580001001007,2021,total_group_quarters,0
021580001001008,2021,total_group_quarters,0
021580001001009,2021,total_group_quarters,0
021580001001010,2021,total_group_quarters,0
021580001001011,2021,total_group_quarters,0
021580001001012,2021,total_group_quarters,0
021580001001013,2021,total_group_quarters,0
021580001001014,2021,total_group_quarters,0
021580001001015,2021,total_group_quarters,0
021580001001016,2021,total_group_quarters,0
021580001001017,2021,total_group_quarters,0
021580001001018,2021,total_group_quarters,0
021580001001019,2021,total_group_quarters,0
021580001001020,2021,total_group_quarters,0
021580001001021,2021,total_group_quarters,0
021580001001022,2021,total_group_quarters,0
021580001001023,2021,total_group_quarters,0
021580001001024,2021,total_group_quarters,0
021580001001025,2021,total_group_quarters,0
021580001001026,2021,total_group_quarters,0
021580001001027,2021,total_group_quarters,0
021580001001028,2021,total_group_quarters,0
021580001001029,2021,total_group_quarters,0
021580001001030,2021,total_group_quarters,0
021580001001031,2021,total_group_quarters,0
021580001001032,2021,total_group_quarters,0
021580001001033,2021,total_group_quarters,0
021580001001034,2021,total_group_quarters,0
021580001001035,2021,total_group_quarters,0
021580001001036,2021,total_group_quarters,0
021580001001037,2021,total_group_quarters,0
021580001001038,2021,total_group_quarters,0
021580001001039,2021,total_group_quarters,0
021580001001040,2021,total_group_quarters,0
021580001001041,2021,total_group_quarters,0
021580001001042,2021,total_group_quarters,0
021580001001043,2021,total_group_quarters,0
021580001001044,2021,total_group_quarters,0
021580001001045,2021,total_group_quarters,0
021580001001046,2021,total_group_quarters,0
021580001001047,2021,total_group_quarters,0
021580001001048,2021,total_group_quarters,0
021580001001049,2021,total_group_quarters,0
021580001001050,2021,total_group_quarters,0
021580001001051,2021,total_group_quarters,0
021580001001052,2021,total_group_quarters,0
021580001001053,2021,total_group_quarters,0
021580001001054,2021,total_group_quarters,0
021580001001055,2021,total_group_quarters,0
021580001001056,2021,total_group_quarters,0
021580001001057,2021,total_group_quarters,0
021580001001058,2021,total_group_quarters,0
021580001001059,2021,total_group_quarters,0
021580001001060,2021,total_group_quarters,0
021580001001061,2021,total_group_quarters,0
021580001001062,2021,total_group_quarters,0
021580001001063,2021,total_group_quarters,0
021580001001064,2021,total_group_quarters,0
021580001001065,2021,total_group_quarters,0
021580001001066,2021,total_group_quarters,0
021580001001067,2021,total_group_quarters,0
021580001001068,2021,total_group_quarters,0
021580001001069,2021,total_group_quarters,0
021580001001070,2021,total_group_quarters,0
021580001001071,2021,total_group_quarters,0
021580001001072,2021,total_group_quarters,0
021580001001073,2021,total_group_quarters,0
021580001001074,2021,total_group_quarters,0
021580001001075,2021,total_group_quarters,0
021580001001076,2021,total_group_quarters,0
021580001001077,2021,total_group_quarters,0
021580001001078,2021,total_group_quarters,0
021580001001079,2021,total_group_quarters,0
021580001001080,2021,total_group_quarters,0
021580001001081,2021,total_group_quarters,0
021580001001082,2021,total_group_quarters,0
021580001001083,2021,total_group_quarters,0
021580001001084,2021,total_group_quarters,0
021580001001085,2021,total_group_quarters,0
021580001001086,2021,total_group_quarters,0
021580001001087,2021,total_group_quarters,0
021580001001088,2021,total_group_quarters,0
021580001001089,2021,total_group_quarters,0
021580001001090,2021,total_group_quarters,0
021580001001091,2021,total_group_quarters,0
021580001001092,2021,total_group_quarters,0
021580001001093,2021,total_group_quarters,0
021580001001094,2021,total_group_quarters,0
021580001001095,2021,total_group_quarters,0
021580001001096,2021,total_group_quarters,0
021580001001097,2021,total_group_quarters,0
021580001001098,2021,total_group_quarters,0
021580001001099,2021,total_group_quarters,0
021580001001100,2021,total_group_quarters,0
021580001001101,2021,total_group_quarters,0
021580001001102,2021,total_group_quarters,0
021580001001103,2021,total_group_quarters,0
021580001001104,2021,total_group_quarters,0
021580001001105,2021,total_group_quarters,0
021580001001106,2021,total_group_quarters,0
021580001001107,2021,total_group_quarters,0
021580001001108,2021,total_group_quarters,0
021580001001109,2021,total_group_quarters,0
021580001001110,2021,total_group_quarters,0
021580001001111,2021,total_group_quarters,0
021580001001112,2021,total_group_quarters,0
021580001001113,2021,total_group_quarters,0
021580001001114,2021,total_group_quarters,0
021580001001115,2021,total_group_quarters,0
021580001001116,2021,total_group_quarters,0
021580001001117,2021,total_group_quarters,0
021580001001118,2021,total_group_quarters,0
021580001001119,2021,total_group_quarters,0
021580001001120,2021,total_group_quarters,0
021580001001121,2021,total_group_quarters,0
021580001001122,2021,total_group_quarters,0
021580001001123,2021,total_group_quarters,0
021580001001124,2021,total_group_quarters,0
021580001001125,2021,total_group_quarters,0
021580001001126,2021,total_group_quarters,0
021580001001127,2021,total_group_quarters,0
021580001001128,2021,total_group_quarters,0
021580001001129,2021,total_group_quarters,0
021580001001130,2021,total_group_quarters,0
021580001001131,2021,total_group_quarters,0
021580001001132,2021,total_group_quarters,0
021580001001133,2021,total_group_quarters,0
021580001001134,2021,total_group_quarters,0
021580001001135,2021,total_group_quarters,0
021580001001136,2021,total_group_quarters,0
021580001001137,2021,total_group_quarters,0
021580001001138,2021,total_group_quarters,0
021580001001139,2021,total_group_quarters,0
021580001001140,2021,total_group_quarters,0
021580001001141,2021,total_group_quarters,0
021580001001142,2021,total_group_quarters,0
021580001001143,2021,total_group_quarters,0
021580001001144,2021,total_group_quarters,0
021580001001145,2021,total_group_quarters,0
021580001001146,2021,total_group_quarters,0
021580001001147,2021,total_group_quarters,0
021580001001148,2021,total_group_quarters,0
021580001001149,2021,total_group_quarters,0
021580001001150,2021,total_group_quarters,0
021580001001151,2021,total_group_quarters,0
021580001001152,2021,total_group_quarters,0
021580001001153,2021,total_group_quarters,0
021580001001154,2021,total_group_quarters,0
021580001001155,2021,total_group_quarters,0
021580001001156,2021,total_group_quarters,0
021580001001157,2021,total_group_quarters,0
021580001001158,2021,total_group_quarters,0
021580001001159,2021,total_group_quarters,0
021580001001160,2021,total_group_quarters,0
021580001001161,2021,total_group_quarters,0
021580001001162,2021,total_group_quarters,0
021580001001163,2021,total_group_quarters,0
021580001001164,2021,total_group_quarters,0
021580001001165,2021,total_group_quarters,0
021580001001166,2021,total_group_quarters,0
021580001001167,2021,total_group_quarters,0
021580001001168,2021,total_group_quarters,0
021580001001169,2021,total_group_quarters,0
021580001001170,2021,total_group_quarters,0
021580001001171,2021,total_group_quarters,0
